-0.0288568381220102 - 0.139270126819611i
0.0304654166102409 + 0.132090032100678i
-0.288480162620544 + 0.145532771945000i
-0.390597164630890 - 0.265259861946106i
0.0507234707474709 - 0.557931423187256i
0.512609124183655 - 0.215153068304062i
0.370942026376724 + 0.290382117033005i
-0.0456332415342331 + 0.353581935167313i
-0.224160730838776 + 0.0812751203775406i
-0.0605823397636414 - 0.104431584477425i
0.0843178257346153 + 0.0291849207133055i
-0.0750484615564346 + 0.166059151291847i
-0.274737119674683 - 0.00586377503350377i
-0.170099690556526 - 0.313625991344452i
0.221672758460045 - 0.371562421321869i
0.489377886056900 + 0.00410401960834861i
0.269861161708832 + 0.447209060192108i
-0.240459412336350 + 0.494240790605545i
-0.570014595985413 + 0.0634237825870514i
-0.353289812803268 - 0.452449083328247i
0.178760752081871 - 0.516739606857300i
0.487149327993393 - 0.140476360917091i
0.365927964448929 + 0.282479763031006i
-0.0122116329148412 + 0.397542476654053i
-0.237434387207031 + 0.166685372591019i
-0.136350765824318 - 0.00794741045683622i
-0.102567188441753 + 0.0937869995832443i
-0.358649492263794 + 0.0443745180964470i
-0.419086068868637 - 0.415973603725433i
0.115080669522285 - 0.794255137443543i
0.870000422000885 - 0.449017316102982i
0.939272522926331 + 0.508493423461914i
0.0958555340766907 + 0.999252855777741i
-0.572169363498688 + 0.500325024127960i
-0.367270886898041 - 0.0348075777292252i
-0.0686341971158981 + 0.177669227123261i
-0.567897915840149 + 0.447393536567688i
-1.12643790245056 - 0.313324391841888i
-0.417360067367554 - 1.24763858318329i
0.626242637634277 - 0.843383193016052i
0.404717922210693 - 0.0398438014090061i
-0.118796959519386 - 0.463013917207718i
0.701381206512451 - 1.01051330566406i
1.50612008571625 - 0.0170251112431288i
0.657350778579712 + 0.855295062065125i
0.116840660572052 + 0.101965740323067i
1.11982858181000 - 0.0130286738276482i
1.08026480674744 + 1.34831023216248i
-0.319445490837097 + 1.27801907062531i
0.0734188854694367 + 0.137621015310287i
1.01623773574829 + 1.11891770362854i
-0.376488566398621 + 1.93260765075684i
-0.767692327499390 + 0.442498147487640i
0.755557656288147 + 0.785137176513672i
-0.245838940143585 + 2.23496270179749i
-1.19416499137878 + 0.751869261264801i
0.699615120887756 + 0.621235847473145i
0.0370890051126480 + 2.51893210411072i
-1.16706931591034 + 1.00622916221619i
1.09601986408234 + 0.751403987407684i
0.373292058706284 + 2.84144997596741i
-0.621504962444305 + 0.812577784061432i
2.20154118537903 + 0.906330525875092i
0.803021907806397 + 2.76657581329346i
0.626778900623322 - 0.303759455680847i
3.55052518844605 + 0.748561680316925i
0.711349606513977 + 1.17565941810608i
2.18967294692993 - 2.64315724372864i
3.16360473632813 + 0.0629144310951233i
-1.01363384723663 - 2.48167991638184i
2.18655157089233 - 4.08323001861572i
-1.81801390647888 - 0.293815463781357i
-3.45040464401245 - 4.89712476730347i
-0.865569710731506 + 0.930837154388428i
-7.62760114669800 + 1.27418005466461i
0.379204988479614 + 1.38528656959534i
-3.09411430358887 + 10.3413782119751i
3.73140573501587 - 0.425766676664352i
14.7223243713379 + 12.1990747451782i
4.71598052978516 - 15.2983102798462i
76.6592864990234 - 33.1150398254395i
83.9639053344727 + 50.0785675048828i
7.28103160858154 + 36.4180488586426i
19.4842643737793 - 6.90902519226074i
16.1056842803955 + 6.29819774627686i
1.33399963378906 - 7.39831495285034i
5.51292324066162 - 4.73448705673218i
-5.29971456527710 - 2.34134149551392i
-1.98447442054749 - 4.83039188385010i
-3.46140527725220 + 2.65414547920227i
-4.71614122390747 - 0.407161831855774i
0.405243545770645 + 2.66527462005615i
-2.28138351440430 + 3.82359361648560i
0.895290374755859 + 0.678431391716003i
2.20095372200012 + 3.33146381378174i
0.390807271003723 + 1.00082921981812i
3.12790942192078 - 0.0879018008708954i
1.78649818897247 + 1.34929776191711i
0.885731577873230 - 1.33073079586029i
2.69548034667969 - 1.01122808456421i
0.747895896434784 - 0.0467798598110676i
0.401060163974762 - 2.16046094894409i
1.76355445384979 - 1.28283858299255i
-0.0282653123140335 - 0.494584739208221i
-0.0707671046257019 - 2.20886516571045i
1.21631431579590 - 1.28158223628998i
-0.229852080345154 - 0.446161031723022i
-0.385022997856140 - 1.90233004093170i
0.976575374603272 - 1.37527585029602i
0.0917549952864647 - 0.252753823995590i
-0.535725474357605 - 1.37946534156799i
0.862750768661499 - 1.57530307769775i
0.811181306838989 - 0.183116719126701i
-0.264016449451447 - 0.607512414455414i
0.663012385368347 - 1.46532201766968i
1.51164531707764 - 0.303330838680267i
0.472988039255142 + 0.405689358711243i
0.185351014137268 - 0.537623822689056i
1.33595836162567 - 0.441997915506363i
1.22595429420471 + 0.969600558280945i
-0.104446783661842 + 1.03872346878052i
-0.126446127891541 + 0.0526205115020275i
0.666345357894898 + 0.352540731430054i
0.0924979075789452 + 1.30000662803650i
-1.15406358242035 + 0.798613667488098i
-1.00203824043274 - 0.509415030479431i
0.0448749661445618 - 0.606858134269714i
0.0948069095611572 + 0.146448373794556i
-0.604523241519928 + 0.000869005918502808i
-0.392396390438080 - 0.901771783828735i
0.756247580051422 - 0.916122853755951i
1.21371185779572 + 0.255292773246765i
0.333871006965637 + 1.11152243614197i
-0.678844213485718 + 0.679724514484406i
-0.652660608291626 - 0.250658661127090i
0.0560189969837666 - 0.470047682523727i
0.343568533658981 + 0.0294585749506950i
-0.0516615435481072 + 0.324760258197784i
-0.400236546993256 - 0.0193386524915695i
-0.133939594030380 - 0.468663573265076i
0.424954205751419 - 0.353020101785660i
0.554455399513245 + 0.250158071517944i
0.0567094609141350 + 0.657341659069061i
-0.545967042446137 + 0.415443599224091i
-0.637829780578613 - 0.219313174486160i
-0.162628680467606 - 0.615877270698547i
0.393364429473877 - 0.448076546192169i
0.559075176715851 + 0.0498081967234612i
0.304586440324783 + 0.421747326850891i
-0.0587221160531044 + 0.462426006793976i
-0.291827291250229 + 0.302683562040329i
-0.409444540739059 + 0.0998269245028496i
-0.456321239471436 - 0.169907778501511i
-0.294180363416672 - 0.519290089607239i
0.194232821464539 - 0.692407488822937i
0.740417242050171 - 0.366728037595749i
0.821911394596100 + 0.337402999401093i
0.298299133777618 + 0.825105726718903i
-0.329662203788757 + 0.708910107612610i
-0.548704981803894 + 0.292706221342087i
-0.486181199550629 + 0.0664545893669128i
-0.542812407016754 - 0.0390496626496315i
-0.606164336204529 - 0.383404493331909i
-0.266409397125244 - 0.795535385608673i
0.312712252140045 - 0.763271868228912i
0.557462751865387 - 0.373704463243485i
0.488373816013336 - 0.182123258709908i
0.604120612144470 - 0.163061186671257i
0.807161986827850 + 0.151334732770920i
0.613404512405396 + 0.581546902656555i
0.253833532333374 + 0.621148049831390i
0.215199351310730 + 0.535423696041107i
0.178263574838638 + 0.742077469825745i
