   1.0000000e-03	   3.2570688e-03	  -4.9743461e+01	
   4.5025025e-03	   7.4293707e-02	  -2.2580959e+01	
   8.0050050e-03	   3.2822254e-01	  -9.6766321e+00	
   1.1507508e-02	   1.7858549e+00	   5.0369236e+00	
   1.5010010e-02	   2.4832021e+00	   7.9002412e+00	
   1.8512513e-02	   1.1465970e+00	   1.1882161e+00	
   2.2015015e-02	   8.8007902e-01	  -1.1095666e+00	
   2.5517518e-02	   7.6954035e-01	  -2.2753720e+00	
   2.9020020e-02	   7.1051962e-01	  -2.9684786e+00	
   3.2522523e-02	   6.7449992e-01	  -3.4203620e+00	
   3.6025025e-02	   6.5058526e-01	  -3.7339156e+00	
   3.9527528e-02	   6.3374664e-01	  -3.9616867e+00	
   4.3030030e-02	   6.2135895e-01	  -4.1331489e+00	
   4.6532533e-02	   6.1192707e-01	  -4.2660066e+00	
   5.0035035e-02	   6.0454200e-01	  -4.3714704e+00	
   5.3537538e-02	   5.9862220e-01	  -4.4569436e+00	
   5.7040040e-02	   5.9378011e-01	  -4.5274871e+00	
   6.0542543e-02	   5.8974860e-01	  -4.5866616e+00	
   6.4045045e-02	   5.8633830e-01	  -4.6370347e+00	
   6.7547548e-02	   5.8341169e-01	  -4.6804974e+00	
   7.1050050e-02	   5.8086682e-01	  -4.7184686e+00	
   7.4552553e-02	   5.7862673e-01	  -4.7520302e+00	
   7.8055055e-02	   5.7663240e-01	  -4.7820192e+00	
   8.1557558e-02	   5.7483792e-01	  -4.8090918e+00	
   8.5060060e-02	   5.7320715e-01	  -4.8337680e+00	
   8.8562563e-02	   5.7171127e-01	  -4.8564649e+00	
   9.2065065e-02	   5.7032711e-01	  -4.8775196e+00	
   9.5567568e-02	   5.6903585e-01	  -4.8972075e+00	
   9.9070070e-02	   5.6782205e-01	  -4.9157549e+00	
   1.0257257e-01	   5.6667300e-01	  -4.9333496e+00	
   1.0607508e-01	   5.6557811e-01	  -4.9501481e+00	
   1.0957758e-01	   5.6452853e-01	  -4.9662821e+00	
   1.1308008e-01	   5.6351681e-01	  -4.9818625e+00	
   1.1658258e-01	   5.6253664e-01	  -4.9969837e+00	
   1.2008509e-01	   5.6158266e-01	  -5.0117262e+00	
   1.2358759e-01	   5.6065029e-01	  -5.0261589e+00	
   1.2709009e-01	   5.5973561e-01	  -5.0403413e+00	
   1.3059259e-01	   5.5883521e-01	  -5.0543248e+00	
